Origin;Sequence;Creation Date;Client Document;UF;City;Address Type;Postal Code;Courrier;Status;Coupon;Quantity_SKU;Category Ids Sku;Reference Code;SKU Selling Price;SKU Total Price;Total Value;Discounts Names;Cancelled By;Corporate Document;SalesChannel
Marketplace;23729;2020-06-20 02:38:59Z;2870;Santa Fé;Rosário;residential;2000;Correo;Faturado;;1;/1/46/47/;1222 - 110;51799;51799;56299;;;;1
Marketplace;31723;2020-06-30 22:18:47Z;2871;Santa Fe;Santa Fe;pickup;3000;Correo Sucursal;Faturado;;1;/1/46/47/;1222 - 120;51799;51799;56299;;;;1
Marketplace;6877;2020-06-07 15:33:45Z;2872;Santa Fé;Rosário;residential;2000;Correo;Faturado;;1;/1/46/47/;1223 - 110;36720;36720;41220;;;;1
Marketplace;10271;2020-06-08 22:16:35Z;2873;Córdoba;Córdoba;residential;5008;Correo;Faturado;;1;/1/46/47/;1224 - 105;40299;40299;74597;x;;;1
Marketplace;14253;2020-06-10 20:20:40Z;2874;CHACO;Campo Largo;residential;3716;Correo;Faturado;;1;/1/46/47/;1224 - 110;40299;40299;44799;;;;1
Marketplace;18023;2020-06-13 18:55:09Z;2875;Córdoba;Córdoba;residential;5000;Correo;Faturado;;1;/1/46/47/;1224 - 115;40299;40299;42799;;;;1
Marketplace;10639;2020-06-08 23:42:00Z;2876;CÓRDOBA;Córdoba;residential;5000;Correo;Faturado;;1;/1/46/47/;1224 - 115;40299;40299;42799;;;;1
Marketplace;12381;2020-06-09 20:39:24Z;2877;FORMOSA;Formosa;residential;3600;Correo;Faturado;;1;/1/46/47/;1225 - 100;40299;40299;61298;x;;;1
Marketplace;18253;2020-06-13 22:21:44Z;2878;Neuquén;Chos Malal;residential;8353;Correo;Faturado;;1;/1/46/47/;1226 - 100;54570;54570;59070;;;;1
Marketplace;21777;2020-06-17 21:27:24Z;2879;Buenos Aires;Benito Juárez;residential;7020;Correo;Faturado;;1;/1/46/47/;1226 - 90;54570;54570;59070;;;;1
Marketplace;16655;2020-06-12 17:21:34Z;2880;Buenos Aires;Mar Del Plata;residential;7600;Correo;Faturado;;1;/1/46/47/;1226 - 90;54570;54570;59070;;;;1
Marketplace;8595;2020-06-08 10:50:17Z;2881;SANTA FÉ;Casilda;residential;2170;Correo;Faturado;;1;/1/46/47/;1226 - 95;54570;54570;59070;;;;1
Marketplace;1353;2020-06-02 23:15:39Z;2882;Buenos Aires;Necochea;residential;7630;Correo;Faturado;;1;/295/305/347/;1227 - 0;11899;11899;70998;x;;;3
Marketplace;25135;2020-06-21 19:23:28Z;2883;Córdoba;Córdoba;residential;5016;Correo;Faturado;;1;/1/46/47/;1228 - 95;44399;44399;46899;;;;1
Fulfillment;20613;2020-06-16 14:35:42Z;2884;Río Negro;Catriel;residential;8307;Correo;Faturado;;1;/1/46/47/;1229 - 100;66000;66000;66000;;;;1
Fulfillment;19143;2020-06-14 21:26:12Z;2885;Córdoba;tuclame;residential;5284;Correo;Faturado;;1;/1/46/47/;1229 - 100;66000;66000;66000;;;;1
Fulfillment;26381;2020-06-23 17:44:23Z;2886;Entre Ríos;Paraná;residential;3100;Correo;Faturado;;1;/1/46/47/;1229 - 100;66000;66000;66000;;;;1
Marketplace;327;2020-06-01 14:14:08Z;2887;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;residential;1405;Correo;Faturado;;1;/1/46/47/;1229 - 120;53999;53999;57499;;;;1
Fulfillment;18053;2020-06-13 19:13:22Z;2888;Córdoba;Córdoba;residential;5000;Correo;Faturado;;1;/1/46/47/;1229 - 85;66000;66000;66000;;;;1
Fulfillment;20859;2020-06-16 18:57:40Z;2889;Río Negro;Cinco Saltos;residential;8303;Correo;Faturado;;1;/1/46/47/;1229 - 95;66000;66000;66000;;;;1
Marketplace;16371;2020-06-12 14:25:32Z;2890;NEUQUÉN;Neuquén;residential;8300;Correo;Faturado;;1;/1/46/47/;1229 - 95;59999;59999;116998;x;;;1
Marketplace;17997;2020-06-13 18:33:09Z;2531;SAN LUIS;Villa Mercedes;residential;5730;Correo;Cancelado;;1;/1/46/47/;1230 - 80;59999;59999;149998;x;empleado;;1
Marketplace;1547;2020-06-03 10:45:07Z;2891;CÓRDOBA;Córdoba;residential;5000;Correo;Faturado;;1;/1/46/47/;1231 - 110;33999;33999;71998;x;;;1
Marketplace;631;2020-06-01 20:52:54Z;2892;Córdoba;Córdoba;pickup;5000;Correo Sucursal;Faturado;;1;/1/46/47/;1232 - 105;54999;54999;54999;;;;1
Marketplace;3165;2020-06-05 16:51:49Z;2893;Neuquen;Neuquen;pickup;8300;Correo Sucursal;Faturado;;1;/1/46/47/;1232 - 95;54999;54999;59499;;;;1
Marketplace;26303;2020-06-23 15:17:20Z;2859;Córdoba;Villa Carlos Paz;residential;5152;Correo;Faturado;;1;/1/46/47/;1233 - 85;57999;57999;98298;x;;;1
Marketplace;12553;2020-06-09 22:05:55Z;2661;CHACO;Quitilipi;residential;3530;Correo;Faturado;;1;/1/46/47/;1234 - 65;46999;46999;125697;x;;;1
Marketplace;11909;2020-06-09 16:53:12Z;2661;Chaco;Quitilipi;residential;3530;Correo;Cancelado;;1;/1/46/47/;1234 - 65;46999;46999;176696;x;empleado;;1
Marketplace;28529;2020-06-27 01:48:50Z;2894;Tierra del Fuego;Ushuaia;residential;9410;Correo;Cancelado;;1;/1/46/47/;1234 - 75;46999;46999;95198;;empleado;;1
Marketplace;23231;2020-06-19 18:09:51Z;2895;Buenos Aires;San Nicolás De Los Arroyos;residential;2900;Correo;Faturado;;1;/1/46/47/;1234 - 80;46999;46999;51499;;;;1
Marketplace;27267;2020-06-24 21:09:24Z;885;Córdoba;Córdoba;pickup;5009;Correo Sucursal;Faturado;;1;/1/46/47/;1235 - 100;59999;59999;71049;;;;1
Marketplace;26235;2020-06-23 13:40:59Z;2896;Santa Cruz;Río Gallegos;residential;9400;Correo;Faturado;;1;/1/46/47/;1235 - 100;59999;59999;246497;x;;;1
Marketplace;15923;2020-06-12 03:34:22Z;226;Santiago del Estero;Santiago Del Estero;residential;4200;Correo;Faturado;;1;/1/46/47/;1235 - 90;59999;59999;59999;x;;;1
Marketplace;29311;2020-06-27 22:59:33Z;2897;Misiones;Puerto Rico;residential;3334;Correo;Faturado;;1;/1/46/47/;1235 - 95;59999;59999;59999;x;;;1
Marketplace;29347;2020-06-28 00:28:55Z;2898;Buenos Aires;Azul;pickup;7300;Correo Sucursal;Faturado;;1;/1/46/47/;1236 - 120;59999;59999;122998;x;;303;1
Marketplace;28411;2020-06-26 22:49:32Z;1656;TIERRA DEL FUEGO;Río Grande;residential;9420;Correo;Faturado;;1;/1/46/47/;1237 - 90;59999;59999;443790;;;;1
Marketplace;25435;2020-06-22 09:48:22Z;1432;Chaco;Pampa Del Indio;residential;3531;Correo;Faturado;;1;/1/46/47/;1237 - 95;59999;59999;78597;x;;;1
Marketplace;25161;2020-06-21 20:04:12Z;2899;Corrientes;Colonia Santa Rosa;residential;3421;Correo;Cancelado;;1;/1/46/47/;1238 - 75;59999;59999;59999;x;sistema;;1
Marketplace;4425;2020-06-06 13:34:22Z;2900;Santa Cruz;Río Gallegos;residential;9400;Correo;Faturado;;1;/1/46/47/;1238 - 80;59999;59999;59999;x;;;1
Marketplace;27063;2020-06-24 15:35:47Z;2901;Córdoba;Córdoba;residential;5010;Correo;Cancelado;;1;/295/296/638/;1239 - 80;49999;49999;99998;x;empleado;;3
Marketplace;30417;2020-06-29 11:55:42Z;2902;Buenos Aires;Brandsen;residential;1980;Correo;Faturado;;1;/295/296/638/;1239 - 90;49999;49999;72998;x;;;3
Marketplace;31293;2020-06-30 12:35:55Z;2903;Córdoba;Córdoba;pickup;5016;Ret Suc;Faturado;;1;/295/296/638/;1240 - 110;49999;49999;49999;;;;3
Marketplace;27063;2020-06-24 15:35:47Z;2901;Córdoba;Córdoba;residential;5010;Correo;Cancelado;;1;/295/296/638/;1241 - 100;49999;49999;99998;x;empleado;;3
Marketplace;24867;2020-06-21 14:27:31Z;2904;NEUQUÉN;Neuquén;residential;8300;Correo;Faturado;;1;/298/307/312/;1242 - 0;26899;26899;97338;x;;;4
Marketplace;3177;2020-06-05 17:06:10Z;2905;Salta;Salta;residential;4400;Correo;Faturado;;1;/1/46/47/;1243 - 65;92399;92399;92399;x;;;1
Marketplace;14617;2020-06-11 02:06:00Z;2906;Tucumán;Yerba Buena;residential;4107;Correo;Faturado;;1;/1/46/47/;1243 - 80;92399;92399;92399;x;;;1
Marketplace;13345;2020-06-10 12:08:01Z;2907;Buenos Aires;Zarate;residential;2800;Correo;Faturado;;1;/1/46/47/;1243 - 85;92399;92399;92399;x;;;1
Marketplace;20179;2020-06-16 00:16:05Z;2908;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;residential;1431;Correo;Faturado;;1;/298/299/300/;1244 - 55;37060;37060;41560;;;;4
Marketplace;7163;2020-06-07 18:04:34Z;1839;Cordoba;Cordoba;pickup;5000;Correo Sucursal;Faturado;;1;/295/296/297/;1245 - 110;41520;41520;83840;x;;;4
Marketplace;22989;2020-06-19 14:17:55Z;2909;Buenos Aires;C.A.B.A.;pickup;1419;Correo Sucursal;Faturado;;1;/295/296/297/;1245 - 115;41520;41520;46020;;;;3
Marketplace;14955;2020-06-11 12:19:15Z;2910;Neuquén;Neuquén;residential;8300;Correo;Faturado;;1;/295/296/297/;1245 - 120;41520;41520;46020;;;;3
Marketplace;25509;2020-06-22 11:41:18Z;2911;Córdoba;Córdoba;pickup;5000;Ret Suc;Faturado;;1;/295/296/297/;1245 - 75;41520;41520;41520;;;;3
Marketplace;20699;2020-06-16 16:12:42Z;2912;San Juan;San Juan;residential;5400;Correo;Faturado;;1;/295/296/297/;1245 - 90;41520;41520;46020;;;;3
Marketplace;33;2020-06-01 02:26:51Z;2913;Salta;Las Lajitas;residential;4449;Correo;Faturado;;1;/1/46/47/;1246 - 75;92399;92399;92399;x;;;1
Marketplace;21841;2020-06-17 23:41:06Z;2914;Cordoba;Bialet Masse;pickup;5158;Correo Sucursal;Faturado;;1;/1/46/47/;1246 - 95;92399;92399;92399;x;;;1
Marketplace;25107;2020-06-21 18:50:38Z;2915;Río Negro;Viedma;residential;8500;Correo;Faturado;;1;/298/303/409/;1247 - XL;49520;49520;54020;;;;4
Marketplace;2451;2020-06-04 15:59:12Z;2916;Córdoba;Villa Carlos Paz;residential;5152;Correo;Faturado;;1;/1/46/47/;1248 - 110;28390;28390;32890;;;;1
Marketplace;7821;2020-06-07 22:29:38Z;2917;Córdoba;Córdoba;pickup;5009;Correo Sucursal;Faturado;;1;/1/46/47/;1248 - 120;28390;28390;28390;;;;1
Marketplace;8909;2020-06-08 12:59:45Z;1305;Córdoba;Córdoba;pickup;5000;Correo Sucursal;Faturado;;1;/1/46/47/;1248 - 75;28390;28390;34469.2;x;;;1
Marketplace;2271;2020-06-04 11:41:02Z;2918;Santa Fé;Rosário;residential;2000;Correo;Faturado;;1;/1/46/47/;1248 - 85;28390;28390;63665;x;;;1
Marketplace;14605;2020-06-11 01:52:28Z;2843;SANTIAGO DEL ESTERO;Bandera;residential;3064;Correo;Faturado;;1;/1/46/47/;1248 - 95;28390;28390;105089;x;;;1
Marketplace;19419;2020-06-15 10:42:55Z;2919;Córdoba;Córdoba;pickup;5016;Correo Sucursal;Faturado;;1;/1/46/47/;1249 - 40;28390;28390;28390;;;;1
Marketplace;9867;2020-06-08 20:17:53Z;2920;Córdoba;Córdoba;pickup;5000;Correo Sucursal;Faturado;;1;/1/46/47/;1249 - 40;28390;28390;28390;;;;1
Marketplace;6029;2020-06-07 08:42:49Z;2921;Neuquén;Neuquén;residential;8300;Correo;Faturado;;1;/1/46/47/;1249 - 45;28390;28390;32890;;;;1
Marketplace;3727;2020-06-06 04:58:52Z;2922;Córdoba;Córdoba;residential;5000;Correo;Faturado;;1;/1/46/47/;1249 - 50;28390;28390;30890;;;;1
Marketplace;6883;2020-06-07 15:34:29Z;2923;Río Negro;San Carlos De Bariloche;residential;8400;Correo;Faturado;;1;/1/46/47/;1249 - 55;28390;28390;32890;;;;1
Marketplace;1949;2020-06-03 19:39:34Z;2055;Córdoba;Córdoba;pickup;5014;Correo Sucursal;Cancelado;;1;/1/46/47/;1249 - 55;28390;28390;68289;;empleado;;1
Marketplace;5287;2020-06-06 20:58:32Z;1559;Córdoba;La Carlota;residential;2670;Correo;Faturado;BIENVENIDA;1;/1/46/47/;1250 - 105;20969.1;20969.1;91928.2;x;;;1
Marketplace;2515;2020-06-04 17:37:53Z;2924;Córdoba;Santa Rosa De Calamuchita;residential;5196;Correo;Faturado;;1;/1/46/47/;1251 - 100;44200;44200;152198;x;;;1
Marketplace;12763;2020-06-09 23:47:57Z;881;Córdoba;Córdoba;pickup;5000;Correo Sucursal;Faturado;;1;/1/46/47/;1251 - 105;44200;44200;60350;;;;1
Marketplace;5333;2020-06-06 21:14:07Z;2925;Córdoba;Córdoba;residential;5017;Correo;Faturado;;1;/1/46/47/;1252 - 100;44200;44200;46700;;;;1
Marketplace;7119;2020-06-07 17:44:46Z;2926;Mendoza;Tupungato;residential;5561;Correo;Faturado;;1;/1/46/47/;1252 - 105;44200;44200;48700;;;;1
Marketplace;23911;2020-06-20 11:43:57Z;2927;Córdoba;Córdoba;residential;5000;Correo;Faturado;;1;/1/46/47/;1253 - 105;59999;59999;59999;x;;;1
Marketplace;25523;2020-06-22 11:56:56Z;2726;CÓRDOBA;Córdoba;residential;5012;Correo;Faturado;;1;/1/46/47/;1254 - 100;59999;59999;127997;x;;;1
Marketplace;25221;2020-06-21 21:06:20Z;2726;Córdoba;Córdoba;residential;5012;Correo;Cancelado;;1;/1/46/47/;1254 - 95;59999;59999;127997;x;;;1
Marketplace;3529;2020-06-06 00:23:57Z;2928;Córdoba;Córdoba;pickup;5000;Correo Sucursal;Faturado;;1;/1/46/47/;1255 - 105;35360;35360;48759;;;;1
Marketplace;4517;2020-06-06 14:36:32Z;2929;Corrientes;Santo Tome;residential;3340;Correo;Faturado;;1;/1/46/47/;1255 - 70;35360;35360;39860;;;;1
Marketplace;4177;2020-06-06 11:59:46Z;2930;Córdoba;La Calera;residential;5151;Correo;Faturado;;1;/1/46/47/;1255 - 70;35360;35360;39860;;;;1
Marketplace;23625;2020-06-19 23:29:00Z;2931;Buenos Aires;C.A.B.A.;pickup;1013;Correo Sucursal;Faturado;;1;/295/296/297/;1256 - 115;30240;30240;34740;;;;3
Marketplace;19197;2020-06-14 22:49:52Z;2932;CÓRDOBA;Córdoba;residential;5014;Correo;Cancelado;;1;/1/46/637/;1257 - 60;27999;27999;41298;;;;1
Marketplace;18673;2020-06-14 13:12:55Z;2932;CÓRDOBA;Córdoba;residential;5014;Correo;Cancelado;;1;/1/46/637/;1257 - 60;27999;27999;125497;x;;;1
Marketplace;30709;2020-06-29 18:22:58Z;2933;Córdoba;Capital;pickup;5021;Correo Sucursal;Faturado;;1;/1/46/637/;1257 - 80;27999;27999;27999;;;;1
Marketplace;18081;2020-06-13 19:39:09Z;2934;Buenos Aires;Monte Grande;residential;1842;Correo;Faturado;BIENVENIDA;1;/1/46/637/;1258 - 50;25199.1;25199.1;36998.1;x;;;1
Marketplace;19909;2020-06-15 19:56:46Z;2935;Córdoba;Villa Allende;residential;5105;Correo;Cancelado;;1;/1/46/637/;1258 - 80;27999;27999;112195;x;;;1
Marketplace;17931;2020-06-13 17:27:48Z;2936;Córdoba;Córdoba;residential;5006;Correo;Cancelado;;1;/1/46/637/;1258 - 90;27999;27999;30499;;sistema;;1
Marketplace;9021;2020-06-08 13:48:09Z;1605;CÓRDOBA;Río Segundo;residential;5960;Correo;Faturado;;1;/298/299/300/;1259 - 105;41399;41399;45899;;;;4
Marketplace;27829;2020-06-25 20:35:18Z;2937;Corrientes;Corrientes;residential;3400;Correo;Faturado;;1;/298/299/300/;1259 - 95;41399;41399;45899;;;;4
Marketplace;2271;2020-06-04 11:41:02Z;2918;Santa Fé;Rosário;residential;2000;Correo;Faturado;;1;/1/46/47/;1260 - 60;35275;35275;63665;x;;;1
Marketplace;2017;2020-06-03 21:59:16Z;2938;Córdoba;Córdoba;residential;5012;Correo;Faturado;;1;/1/46/47/;1260 - 65;41499;41499;43999;;;;1
Marketplace;3541;2020-06-06 00:27:41Z;2939;Córdoba;Córdoba;pickup;5009;Correo Sucursal;Faturado;;1;/1/46/47/;1260 - 70;35275;35275;35275;;;;1
Marketplace;4453;2020-06-06 14:02:23Z;2940;Jujuy;Ledesma;pickup;4512;Correo Sucursal;Faturado;;1;/1/46/47/;1260 - 85;35275;35275;90795;x;;;1
Marketplace;3653;2020-06-06 01:51:01Z;2941;Buenos Aires;Mar Del Plata;residential;7600;Correo;Faturado;;1;/1/46/47/;1260 - 95;35275;35275;39775;;;;1
Marketplace;2091;2020-06-04 00:10:37Z;2942;Santiago Del Estero;La Banda;residential;4300;Correo;Cancelado;;1;/1/46/47/;1260 - 95;35275;35275;102473;x;;;1
Marketplace;9599;2020-06-08 18:19:44Z;2943;Buenos Aires;Lanus;pickup;1824;Correo Sucursal;Faturado;;1;/1/46/47/;1261 - 110;35360;35360;72079.15;x;;;1
Marketplace;4817;2020-06-06 17:00:18Z;2944;Córdoba;Córdoba;residential;5000;Correo;Faturado;;1;/1/46/47/;1261 - 115;35360;35360;37860;;;;1
Marketplace;30405;2020-06-29 11:35:32Z;2945;Misiones;Posadas;pickup;3300;Correo Sucursal;Faturado;;1;/295/296/297/;1262 - 115;98999;98999;98999;x;;;3
Marketplace;13873;2020-06-10 16:54:34Z;2946;CÓRDOBA;Córdoba;residential;5010;Correo;Cancelado;;1;/295/296/297/;1262 - 85;98999;98999;98999;x;;;3
Marketplace;13859;2020-06-10 16:47:51Z;2946;Córdoba;Córdoba;residential;5010;Correo;Cancelado;;1;/295/296/297/;1262 - 85;98999;98999;98999;x;;;3
Marketplace;30693;2020-06-29 18:11:37Z;2947;Córdoba;San Francisco;residential;2400;Correo;Faturado;;1;/298/299/300/;1263 - 110;45760;45760;50260;;;;4
Marketplace;10599;2020-06-08 23:32:56Z;2948;Buenos Aires;Centro Agrícola El Pato;residential;1893;Correo;Cancelado;;1;/298/299/300/;1263 - 110;45760;45760;50260;;;;4
Marketplace;14873;2020-06-11 11:10:33Z;2949;La Pampa;Jacinto Arauz;residential;8208;Correo;Faturado;;1;/295/296/297/;1264 - 80;44299;44299;48799;;;;3
Marketplace;8835;2020-06-08 12:27:13Z;2950;Córdoba;Córdoba;pickup;5000;Ret Suc;Faturado;;1;/298/299/300/;1265 - 55;37655;37655;37655;;;;4
Marketplace;12619;2020-06-09 22:41:02Z;2951;Córdoba;Córdoba;residential;5014;Correo;Faturado;;1;/298/299/300/;1265 - 65;37655;37655;40155;;;;4
Marketplace;4579;2020-06-06 15:01:50Z;2952;Chaco;Resistencia;pickup;3500;Correo Sucursal;Cancelado;;1;/295/296/297/;1266 - 90;98999;98999;98999;x;empleado;;3
Marketplace;9789;2020-06-08 19:39:16Z;2953;Córdoba;Córdoba;residential;5012;Correo;Faturado;;1;/298/299/300/;1267 - 100;33600;33600;79450;x;;;4
Marketplace;5581;2020-06-06 23:01:01Z;2954;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;residential;1073;Correo;Faturado;;1;/298/299/300/;1267 - 105;33600;33600;38100;;;;4
Marketplace;17333;2020-06-12 23:58:53Z;2955;Buenos Aires;C.A.B.A.;pickup;1013;Correo Sucursal;Faturado;;1;/298/299/300/;1267 - 110;33600;33600;38100;;;;4
Marketplace;11937;2020-06-09 17:02:48Z;2956;Buenos Aires;Lanus;pickup;1824;Correo Sucursal;Faturado;;1;/298/299/300/;1267 - 90;33600;33600;38100;;;;4
Marketplace;6937;2020-06-07 16:04:12Z;2957;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;residential;1237;Correo;Faturado;;1;/298/299/300/;1267 - 90;33600;33600;38100;;;;4
Marketplace;6841;2020-06-07 15:15:21Z;2958;Córdoba;Córdoba;pickup;5000;Ret Suc;Faturado;;1;/298/299/300/;1267 - 95;33600;33600;33600;;;;4
Marketplace;18035;2020-06-13 19:02:27Z;2959;Córdoba;Marcos Juárez;residential;2580;Correo;Faturado;;1;/298/303/409/;1268 - M;56899;56899;61399;;;;4
Marketplace;5981;2020-06-07 07:43:09Z;2960;Santa Cruz;Río Gallegos;residential;9400;Correo;Faturado;;1;/298/303/409/;1268 - M;56899;56899;61399;;;;4
Marketplace;27167;2020-06-24 18:59:59Z;438;Buenos Aires;La Plata;residential;1900;Correo;Faturado;;1;/295/296/297/;1269 - 100;45799;45799;80097;x;;;3
Marketplace;24923;2020-06-21 15:08:49Z;1439;Buenos Aires;Salto;residential;2741;Correo;Cancelado;;1;/295/296/297/;1269 - 100;45799;45799;81719;x;sistema;;4
Marketplace;24775;2020-06-21 12:53:39Z;2961;Buenos Aires;Isidro Casanova;residential;1765;Correo;Faturado;Bienvenida;1;/295/296/297/;1269 - 100;41219.1;41219.1;45719.1;x;;;3
Marketplace;20529;2020-06-16 12:42:51Z;2962;BUENOS AIRES;William Morris;residential;1686;Correo;Faturado;;1;/295/296/297/;1269 - 100;45799;45799;50299;;;;3
Marketplace;20527;2020-06-16 12:39:46Z;2962;Buenos Aires;William Morris;residential;1686;Correo;Cancelado;;1;/295/296/297/;1269 - 100;45799;45799;50299;;sistema;;3
Marketplace;19661;2020-06-15 14:50:52Z;2963;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;residential;1416;Correo;Faturado;;1;/295/296/297/;1269 - 100;45799;45799;50299;;;;3
Marketplace;11333;2020-06-09 11:39:34Z;2964;Buenos Aires;Pablo Podesta;residential;1657;Correo;Faturado;;1;/295/296/297/;1269 - 100;45799;45799;50299;;;;4
Marketplace;31631;2020-06-30 19:41:58Z;1454;Neuquén;Chos Malal;residential;8353;Correo;Faturado;;1;/295/296/297/;1269 - 105;45799;45799;65719;x;;;4
Marketplace;27339;2020-06-24 22:38:08Z;2965;Tucumán;San Miguel De Tucumán;residential;4000;Correo;Faturado;;1;/295/296/297/;1269 - 105;45799;45799;50299;;;;3
Marketplace;27001;2020-06-24 14:22:15Z;2966;Buenos Aires;Punta Alta;residential;8109;Correo;Faturado;;1;/295/296/297/;1269 - 105;45799;45799;50299;;;;3
Marketplace;19529;2020-06-15 12:19:02Z;2967;Córdoba;Leones;residential;2594;Correo;Faturado;;1;/295/296/297/;1269 - 105;45799;45799;50299;;;;3
Marketplace;18779;2020-06-14 14:59:19Z;2968;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;residential;1417;Correo;Faturado;;1;/295/296/297/;1269 - 105;45799;45799;67298;x;;;3
Marketplace;11791;2020-06-09 15:50:33Z;2969;Córdoba;Río Cuarto;residential;5800;Correo;Faturado;;1;/295/296/297/;1269 - 105;45799;45799;61698;x;;;4
Marketplace;7131;2020-06-07 17:48:50Z;2970;Buenos Aires;Bosques;residential;1889;Correo;Faturado;BIENVENIDA;1;/295/296/297/;1269 - 105;41219.1;41219.1;45719.1;x;;;3
Marketplace;29873;2020-06-28 17:59:28Z;2971;Buenos Aires;Quilmes;residential;1878;Correo;Cancelado;;1;/295/296/297/;1269 - 110;45799;45799;50299;;sistema;;3
Marketplace;27819;2020-06-25 20:17:17Z;2972;Córdoba;Río Primero;residential;5127;Correo;Faturado;;1;/295/296/297/;1269 - 110;45799;45799;50299;;;;3
Marketplace;24385;2020-06-20 22:35:23Z;2973;SANTA FÉ;Rosário;residential;2000;Correo;Faturado;;1;/295/296/297/;1269 - 110;45799;45799;50299;;;;3
Marketplace;20871;2020-06-16 19:28:53Z;2974;Buenos Aires;Trujui;residential;1664;Correo;Faturado;;1;/295/296/297/;1269 - 110;45799;45799;50299;;;;3
Marketplace;18061;2020-06-13 19:22:01Z;2975;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;residential;1414;Correo;Faturado;;1;/295/296/297/;1269 - 110;45799;45799;50299;;;;3
Marketplace;14599;2020-06-11 01:41:58Z;2976;Buenos Aires;Remedios De Escalada;residential;1826;Correo;Faturado;;1;/295/296/297/;1269 - 115;45799;45799;50299;;;;3
Marketplace;11747;2020-06-09 15:30:23Z;2977;Buenos Aires;Caseros;residential;1678;Correo;Faturado;BIENVENIDA;1;/295/296/297/;1269 - 115;41219.1;41219.1;45719.1;x;;;3
Marketplace;295;2020-06-01 13:45:57Z;100;Córdoba;Córdoba;residential;5006;Correo;Cancelado;;1;/295/296/297/;1269 - 115;43599;43599;100895;x;;;3
Marketplace;28447;2020-06-26 22:58:42Z;2978;Buenos Aires;Gregorio De Laferrere;residential;1757;Correo;Cancelado;BIENVENIDA;1;/295/296/297/;1269 - 120;41219.1;41219.1;45719.1;x;empleado;;3
Marketplace;23877;2020-06-20 11:19:28Z;2979;Buenos Aires;Avellaneda;residential;1870;Correo;Faturado;;1;/295/296/297/;1269 - 120;45799;45799;50299;;;;3
Marketplace;29181;2020-06-27 20:25:44Z;2980;Buenos Aires;C.A.B.A.;pickup;1408;Correo Sucursal;Faturado;;1;/295/296/297/;1269 - 130;45799;45799;50299;;;;4
Marketplace;24609;2020-06-21 10:06:38Z;2981;Córdoba;Córdoba;pickup;5008;Ret Suc;Faturado;;1;/295/296/297/;1269 - 130;45799;45799;45799;;;;3
Marketplace;13075;2020-06-10 09:40:37Z;2982;Córdoba;Córdoba;residential;5000;Correo;Faturado;;1;/295/296/297/;1269 - 130;45799;45799;91598;x;;;4
Marketplace;21255;2020-06-17 10:16:19Z;2982;Córdoba;Córdoba;pickup;5000;Ret Suc;Faturado;;1;/295/296/297/;1269 - 140;45799;45799;45799;;;;3
Marketplace;17929;2020-06-13 17:26:44Z;2983;Santa Fé;Rafaela;residential;2300;Correo;Cancelado;;1;/295/296/297/;1269 - 70;45799;45799;50299;;empleado;;3
Marketplace;25825;2020-06-22 20:40:47Z;2984;Buenos Aires;Boulogne;residential;1609;Correo;Faturado;;1;/295/296/297/;1269 - 80;45799;45799;50299;;;;3
Marketplace;22387;2020-06-18 17:58:33Z;2985;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;residential;1439;Correo;Faturado;;1;/295/296/297/;1269 - 80;45799;45799;50299;;;;3
Marketplace;12313;2020-06-09 20:09:35Z;2986;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;residential;1407;Correo;Cancelado;;1;/295/296/297/;1269 - 80;45799;45799;50299;;empleado;;3
Marketplace;12103;2020-06-09 18:47:15Z;2987;Córdoba;Córdoba;pickup;5000;Ret Suc;Faturado;;1;/295/296/297/;1269 - 80;45799;45799;45799;;;;3
Marketplace;20783;2020-06-16 17:38:49Z;2988;Buenos Aires;Isidro Casanova;residential;1765;Correo;Faturado;;1;/295/296/297/;1269 - 85;45799;45799;50299;;;;3
Marketplace;19743;2020-06-15 16:34:52Z;2989;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;residential;1407;Correo;Faturado;Bienvenida;1;/295/296/297/;1269 - 85;41219.1;41219.1;45719.1;x;;;3
Marketplace;19357;2020-06-15 08:47:23Z;2990;Córdoba;Córdoba;pickup;5000;Ret Suc;Faturado;;1;/295/296/297/;1269 - 85;45799;45799;45799;;;;4
Marketplace;17665;2020-06-13 11:32:05Z;2991;Buenos Aires;Quilmes;pickup;1878;Correo Sucursal;Faturado;;1;/295/296/297/;1269 - 85;45799;45799;50299;;;;3
Marketplace;11513;2020-06-09 13:20:28Z;2992;Buenos Aires;Villa Adelina;residential;1607;Correo;Faturado;BIENVENIDA;1;/295/296/297/;1269 - 85;41219.1;41219.1;45719.1;x;;;4
